category,clip_id,method,metric,status,reason,sampled_frames,has_reference,rows,ok_rows,normalized_gradient_mean_mean,normalized_gradient_mean_p50,normalized_gradient_mean_p95,normalized_gradient_mean_max,reference_gradient_mean_mean,reference_gradient_mean_p50,reference_gradient_mean_p95,reference_gradient_mean_max,gradient_magnitude_ratio_mean,gradient_magnitude_ratio_p50,gradient_magnitude_ratio_p95,gradient_magnitude_ratio_max,normalized_edge_density_mean,normalized_edge_density_p50,normalized_edge_density_p95,normalized_edge_density_max,reference_edge_density_mean,reference_edge_density_p50,reference_edge_density_p95,reference_edge_density_max,edge_precision_mean,edge_precision_p50,edge_precision_p95,edge_precision_max,edge_recall_mean,edge_recall_p50,edge_recall_p95,edge_recall_max,edge_preservation_index_mean,edge_preservation_index_p50,edge_preservation_index_p95,edge_preservation_index_max
scrolling,scrolling_06,optical_flow,detail,ok,,1,True,1,1,0.18677818775177002,0.18677818775177002,0.18677818775177002,0.18677818775177002,0.1915368139743805,0.1915368139743805,0.1915368139743805,0.1915368139743805,0.9751555530037845,0.9751555530037845,0.9751555530037845,0.9751555530037845,0.0798804012345679,0.0798804012345679,0.0798804012345679,0.0798804012345679,0.08072482638888889,0.08072482638888889,0.08072482638888889,0.08072482638888889,0.9747162521130162,0.9747162521130162,0.9747162521130162,0.9747162521130162,0.9668381215238573,0.9668381215238573,0.9668381215238573,0.9668381215238573,0.9707612035056791,0.9707612035056791,0.9707612035056791,0.9707612035056791
scrolling,scrolling_06,proposed,detail,ok,,1,True,1,1,0.190785214304924,0.190785214304924,0.190785214304924,0.190785214304924,0.1915368139743805,0.1915368139743805,0.1915368139743805,0.1915368139743805,0.99607595190783,0.99607595190783,0.99607595190783,0.99607595190783,0.07936005015432099,0.07936005015432099,0.07936005015432099,0.07936005015432099,0.08072482638888889,0.08072482638888889,0.08072482638888889,0.08072482638888889,0.6483917817708935,0.6483917817708935,0.6483917817708935,0.6483917817708935,0.6417967513187687,0.6417967513187687,0.6417967513187687,0.6417967513187687,0.6450774107033982,0.6450774107033982,0.6450774107033982,0.6450774107033982
scrolling,scrolling_07,frame_wise,detail,ok,,1,True,1,1,0.19492176175117493,0.19492176175117493,0.19492176175117493,0.19492176175117493,0.20191256701946259,0.20191256701946259,0.20191256701946259,0.20191256701946259,0.9653770670568821,0.9653770670568821,0.9653770670568821,0.9653770670568821,0.07995418595679013,0.07995418595679013,0.07995418595679013,0.07995418595679013,0.08178674768518518,0.08178674768518518,0.08178674768518518,0.08178674768518518,0.9767119239051106,0.9767119239051106,0.9767119239051106,0.9767119239051106,0.957285972888032,0.957285972888032,0.957285972888032,0.957285972888032,0.9669013868703815,0.9669013868703815,0.9669013868703815,0.9669013868703815
scrolling,scrolling_07,optical_flow,detail,ok,,1,True,1,1,0.19494159519672394,0.19494159519672394,0.19494159519672394,0.19494159519672394,0.20191256701946259,0.20191256701946259,0.20191256701946259,0.20191256701946259,0.9654752949475072,0.9654752949475072,0.9654752949475072,0.9654752949475072,0.08001302083333334,0.08001302083333334,0.08001302083333334,0.08001302083333334,0.08178674768518518,0.08178674768518518,0.08178674768518518,0.08178674768518518,0.9763011180423711,0.9763011180423711,0.9763011180423711,0.9763011180423711,0.9588603303202373,0.9588603303202373,0.9588603303202373,0.9588603303202373,0.9675021309774592,0.9675021309774592,0.9675021309774592,0.9675021309774592
scrolling,scrolling_07,proposed,detail,ok,,1,True,1,1,0.20020583271980286,0.20020583271980286,0.20020583271980286,0.20020583271980286,0.20191256701946259,0.20191256701946259,0.20191256701946259,0.20191256701946259,0.9915471616014113,0.9915471616014113,0.9915471616014113,0.9915471616014113,0.08052662037037037,0.08052662037037037,0.08052662037037037,0.08052662037037037,0.08178674768518518,0.08178674768518518,0.08178674768518518,0.08178674768518518,0.6429213079410708,0.6429213079410708,0.6429213079410708,0.6429213079410708,0.6335520923623027,0.6335520923623027,0.6335520923623027,0.6335520923623027,0.6382023154944975,0.6382023154944975,0.6382023154944975,0.6382023154944975
scrolling,scrolling_08,frame_wise,detail,ok,,1,True,1,1,0.04351331293582916,0.04351331293582916,0.04351331293582916,0.04351331293582916,0.04670234024524689,0.04670234024524689,0.04670234024524689,0.04670234024524689,0.9317158991889644,0.9317158991889644,0.9317158991889644,0.9317158991889644,0.016137635030864197,0.016137635030864197,0.016137635030864197,0.016137635030864197,0.01661844135802469,0.01661844135802469,0.01661844135802469,0.01661844135802469,0.9487194812180617,0.9487194812180617,0.9487194812180617,0.9487194812180617,0.9204585026117237,0.9204585026117237,0.9204585026117237,0.9204585026117237,0.9343753464197346,0.9343753464197346,0.9343753464197346,0.9343753464197346
scrolling,scrolling_08,optical_flow,detail,ok,,1,True,1,1,0.0435074158012867,0.0435074158012867,0.0435074158012867,0.0435074158012867,0.04670234024524689,0.04670234024524689,0.04670234024524689,0.04670234024524689,0.9315896285457482,0.9315896285457482,0.9315896285457482,0.9315896285457482,0.015303819444444445,0.015303819444444445,0.015303819444444445,0.015303819444444445,0.01661844135802469,0.01661844135802469,0.01661844135802469,0.01661844135802469,0.9719228587634714,0.9719228587634714,0.9719228587634714,0.9719228587634714,0.8955310504933256,0.8955310504933256,0.8955310504933256,0.8955310504933256,0.9321644774122659,0.9321644774122659,0.9321644774122659,0.9321644774122659
scrolling,scrolling_08,proposed,detail,ok,,1,True,1,1,0.04328256845474243,0.04328256845474243,0.04328256845474243,0.04328256845474243,0.04670234024524689,0.04670234024524689,0.04670234024524689,0.04670234024524689,0.9267751514689352,0.9267751514689352,0.9267751514689352,0.9267751514689352,0.014800347222222222,0.014800347222222222,0.014800347222222222,0.014800347222222222,0.01661844135802469,0.01661844135802469,0.01661844135802469,0.01661844135802469,0.8375692407950472,0.8375692407950472,0.8375692407950472,0.8375692407950472,0.7653221125943123,0.7653221125943123,0.7653221125943123,0.7653221125943123,0.7998174791495946,0.7998174791495946,0.7998174791495946,0.7998174791495946
scrolling,scrolling_09,frame_wise,detail,ok,,1,True,1,1,0.07600829750299454,0.07600829750299454,0.07600829750299454,0.07600829750299454,0.07976774871349335,0.07976774871349335,0.07976774871349335,0.07976774871349335,0.9528700349310113,0.9528700349310113,0.9528700349310113,0.9528700349310113,0.03265721450617284,0.03265721450617284,0.03265721450617284,0.03265721450617284,0.03329523533950617,0.03329523533950617,0.03329523533950617,0.03329523533950617,0.9870196993413863,0.9870196993413863,0.9870196993413863,0.9870196993413863,0.9699888472067323,0.9699888472067323,0.9699888472067323,0.9699888472067323,0.9784301678428531,0.9784301678428531,0.9784301678428531,0.9784301678428531
scrolling,scrolling_09,optical_flow,detail,ok,,1,True,1,1,0.07606729865074158,0.07606729865074158,0.07606729865074158,0.07606729865074158,0.07976774871349335,0.07976774871349335,0.07976774871349335,0.07976774871349335,0.9536096966200851,0.9536096966200851,0.9536096966200851,0.9536096966200851,0.03180989583333333,0.03180989583333333,0.03180989583333333,0.03180989583333333,0.03329523533950617,0.03329523533950617,0.03329523533950617,0.03329523533950617,0.9817619502433256,0.9817619502433256,0.9817619502433256,0.9817619502433256,0.9415999188887763,0.9415999188887763,0.9415999188887763,0.9415999188887763,0.9612616196185078,0.9612616196185078,0.9612616196185078,0.9612616196185078
