"metric","category","clip_id","method","status","reason"
"frequency","static","static_08","proposed","ok",
"frequency","static","static_09","frame_wise","ok",
"frequency","static","static_09","optical_flow","ok",
"frequency","static","static_09","proposed","ok",
"frequency","static","static_10","frame_wise","ok",
"frequency","static","static_10","optical_flow","ok",
"frequency","static","static_10","proposed","ok",
"frequency","weak_border","weak_border_01","frame_wise","ok",
"frequency","weak_border","weak_border_01","optical_flow","ok",
"frequency","weak_border","weak_border_01","proposed","ok",
"frequency","weak_border","weak_border_02","frame_wise","ok",
"frequency","weak_border","weak_border_02","optical_flow","ok",
"frequency","weak_border","weak_border_02","proposed","ok",
"frequency","weak_border","weak_border_03","frame_wise","ok",
"frequency","weak_border","weak_border_03","optical_flow","ok",
"frequency","weak_border","weak_border_03","proposed","ok",
"frequency","weak_border","weak_border_04","frame_wise","ok",
"frequency","weak_border","weak_border_04","optical_flow","ok",
"frequency","weak_border","weak_border_04","proposed","ok",
"frequency","weak_border","weak_border_05","frame_wise","ok",
"frequency","weak_border","weak_border_05","optical_flow","ok",
"frequency","weak_border","weak_border_05","proposed","ok",
"frequency","weak_border","weak_border_06","frame_wise","ok",
"frequency","weak_border","weak_border_06","optical_flow","ok",
"frequency","weak_border","weak_border_06","proposed","ok",
"frequency","weak_border","weak_border_07","frame_wise","ok",
"frequency","weak_border","weak_border_07","optical_flow","ok",
"frequency","weak_border","weak_border_07","proposed","ok",
"frequency","weak_border","weak_border_08","frame_wise","ok",
"frequency","weak_border","weak_border_08","optical_flow","ok",
"frequency","weak_border","weak_border_08","proposed","ok",
"frequency","weak_border","weak_border_09","frame_wise","ok",
"frequency","weak_border","weak_border_09","optical_flow","ok",
"frequency","weak_border","weak_border_09","proposed","ok",
"frequency","weak_border","weak_border_10","frame_wise","ok",
"frequency","weak_border","weak_border_10","optical_flow","ok",
"frequency","weak_border","weak_border_10","proposed","ok",
