frame,reliable,raw_tl_x,raw_tl_y,raw_tr_x,raw_tr_y,raw_br_x,raw_br_y,raw_bl_x,raw_bl_y,interpolated_tl_x,interpolated_tl_y,interpolated_tr_x,interpolated_tr_y,interpolated_br_x,interpolated_br_y,interpolated_bl_x,interpolated_bl_y,smoothed_tl_x,smoothed_tl_y,smoothed_tr_x,smoothed_tr_y,smoothed_br_x,smoothed_br_y,smoothed_bl_x,smoothed_bl_y
20,True,80.823974609375,73.90504455566406,1457.1575927734375,123.97212219238281,1485.5684814453125,819.2164306640625,119.54803466796875,974.9339599609375,80.823974609375,73.90504455566406,1457.1575927734375,123.97212219238281,1485.5684814453125,819.2164306640625,119.54803466796875,974.9339599609375,80.823974609375,73.90504455566406,1457.1575927734375,123.97212219238281,1485.5684814453125,819.2164306640625,119.54803466796875,974.9339599609375
21,True,76.63243103027344,74.81748962402344,1452.9681396484375,124.56280517578125,1481.4818115234375,819.4842529296875,115.42957305908203,974.9308471679688,76.63243103027344,74.81748962402344,1452.9681396484375,124.56280517578125,1481.4818115234375,819.4842529296875,115.42957305908203,974.9308471679688,76.63243103027344,74.81748962402344,1452.9681396484375,124.56280517578125,1481.4818115234375,819.4842529296875,115.42957305908203,974.9308471679688
22,True,72.64537811279297,75.97695922851562,1449.1439208984375,125.2970962524414,1477.4097900390625,819.7182006835938,111.58294677734375,975.1083984375,72.64537811279297,75.97695922851562,1449.1439208984375,125.2970962524414,1477.4097900390625,819.7182006835938,111.58294677734375,975.1083984375,72.64537811279297,75.97695922851562,1449.1439208984375,125.2970962524414,1477.4097900390625,819.7182006835938,111.58294677734375,975.1083984375
23,True,68.70610046386719,77.20460510253906,1445.2210693359375,126.14031982421875,1473.25390625,819.9714965820312,107.79449462890625,975.060302734375,68.70610046386719,77.20460510253906,1445.2210693359375,126.14031982421875,1473.25390625,819.9714965820312,107.79449462890625,975.060302734375,68.70610046386719,77.20460510253906,1445.2210693359375,126.14031982421875,1473.25390625,819.9714965820312,107.79449462890625,975.060302734375
24,True,64.9293212890625,78.65536499023438,1440.9278564453125,127.11089324951172,1469.1689453125,820.4110107421875,104.25310516357422,975.4033203125,64.9293212890625,78.65536499023438,1440.9278564453125,127.11089324951172,1469.1689453125,820.4110107421875,104.25310516357422,975.4033203125,64.9293212890625,78.65536499023438,1440.9278564453125,127.11089324951172,1469.1689453125,820.4110107421875,104.25310516357422,975.4033203125
25,True,61.457244873046875,80.53012084960938,1436.784423828125,128.17132568359375,1465.2628173828125,820.7799682617188,100.8751449584961,975.8201904296875,61.457244873046875,80.53012084960938,1436.784423828125,128.17132568359375,1465.2628173828125,820.7799682617188,100.8751449584961,975.8201904296875,61.457244873046875,80.53012084960938,1436.784423828125,128.17132568359375,1465.2628173828125,820.7799682617188,100.8751449584961,975.8201904296875
26,True,57.862239837646484,82.14491271972656,1432.804443359375,129.20175170898438,1461.324951171875,821.0908813476562,97.2547607421875,975.9908447265625,57.862239837646484,82.14491271972656,1432.804443359375,129.20175170898438,1461.324951171875,821.0908813476562,97.2547607421875,975.9908447265625,57.862239837646484,82.14491271972656,1432.804443359375,129.20175170898438,1461.324951171875,821.0908813476562,97.2547607421875,975.9908447265625
27,True,54.187015533447266,83.68575286865234,1428.8568115234375,130.17910766601562,1457.30712890625,821.357666015625,93.69448852539062,976.1114501953125,54.187015533447266,83.68575286865234,1428.8568115234375,130.17910766601562,1457.30712890625,821.357666015625,93.69448852539062,976.1114501953125,54.187015533447266,83.68575286865234,1428.8568115234375,130.17910766601562,1457.30712890625,821.357666015625,93.69448852539062,976.1114501953125
28,True,50.60770797729492,85.1474380493164,1424.77587890625,131.0664825439453,1453.408203125,821.7009887695312,90.0870132446289,976.6012573242188,50.60770797729492,85.1474380493164,1424.77587890625,131.0664825439453,1453.408203125,821.7009887695312,90.0870132446289,976.6012573242188,50.60770797729492,85.1474380493164,1424.77587890625,131.0664825439453,1453.408203125,821.7009887695312,90.0870132446289,976.6012573242188
29,True,46.98606491088867,86.84843444824219,1420.956787109375,132.16065979003906,1449.69970703125,822.31640625,86.34182739257812,977.1011352539062,46.98606491088867,86.84843444824219,1420.956787109375,132.16065979003906,1449.69970703125,822.31640625,86.34182739257812,977.1011352539062,46.98606491088867,86.84843444824219,1420.956787109375,132.16065979003906,1449.69970703125,822.31640625,86.34182739257812,977.1011352539062
30,True,43.083648681640625,88.22588348388672,1416.9730224609375,133.04690551757812,1445.9139404296875,822.6697998046875,82.47209930419922,977.5196533203125,43.083648681640625,88.22588348388672,1416.9730224609375,133.04690551757812,1445.9139404296875,822.6697998046875,82.47209930419922,977.5196533203125,43.083648681640625,88.22588348388672,1416.9730224609375,133.04690551757812,1445.9139404296875,822.6697998046875,82.47209930419922,977.5196533203125
31,True,39.2144660949707,89.5679702758789,1413.3302001953125,133.81797790527344,1442.20947265625,823.1207885742188,78.57875061035156,977.7789306640625,39.2144660949707,89.5679702758789,1413.3302001953125,133.81797790527344,1442.20947265625,823.1207885742188,78.57875061035156,977.7789306640625,39.2144660949707,89.5679702758789,1413.3302001953125,133.81797790527344,1442.20947265625,823.1207885742188,78.57875061035156,977.7789306640625
32,True,35.276187896728516,90.72041320800781,1409.3876953125,134.4274444580078,1438.5323486328125,823.2106323242188,74.7974853515625,977.790283203125,35.276187896728516,90.72041320800781,1409.3876953125,134.4274444580078,1438.5323486328125,823.2106323242188,74.7974853515625,977.790283203125,35.276187896728516,90.72041320800781,1409.3876953125,134.4274444580078,1438.5323486328125,823.2106323242188,74.7974853515625,977.790283203125
33,True,31.710651397705078,91.78617095947266,1405.7642822265625,134.92169189453125,1435.3538818359375,823.3016967773438,71.04206848144531,977.7255859375,31.710651397705078,91.78617095947266,1405.7642822265625,134.92169189453125,1435.3538818359375,823.3016967773438,71.04206848144531,977.7255859375,31.710651397705078,91.78617095947266,1405.7642822265625,134.92169189453125,1435.3538818359375,823.3016967773438,71.04206848144531,977.7255859375
34,True,28.139869689941406,92.21943664550781,1402.5408935546875,135.0015411376953,1431.976318359375,823.318359375,67.30865478515625,977.4619140625,28.139869689941406,92.21943664550781,1402.5408935546875,135.0015411376953,1431.976318359375,823.318359375,67.30865478515625,977.4619140625,28.139869689941406,92.21943664550781,1402.5408935546875,135.0015411376953,1431.976318359375,823.318359375,67.30865478515625,977.4619140625
35,True,24.484336853027344,92.65545654296875,1399.4283447265625,135.1311492919922,1428.900390625,823.2695922851562,63.87174606323242,976.9996337890625,24.484336853027344,92.65545654296875,1399.4283447265625,135.1311492919922,1428.900390625,823.2695922851562,63.87174606323242,976.9996337890625,24.484336853027344,92.65545654296875,1399.4283447265625,135.1311492919922,1428.900390625,823.2695922851562,63.87174606323242,976.9996337890625
36,True,21.2510986328125,92.7590103149414,1396.4278564453125,135.14402770996094,1425.7745361328125,823.0657958984375,60.63064193725586,976.3947143554688,21.2510986328125,92.7590103149414,1396.4278564453125,135.14402770996094,1425.7745361328125,823.0657958984375,60.63064193725586,976.3947143554688,21.2510986328125,92.7590103149414,1396.4278564453125,135.14402770996094,1425.7745361328125,823.0657958984375,60.63064193725586,976.3947143554688
37,True,18.13018798828125,93.16226196289062,1393.4190673828125,135.13165283203125,1423.1800537109375,823.0376586914062,57.6353645324707,975.9514770507812,18.13018798828125,93.16226196289062,1393.4190673828125,135.13165283203125,1423.1800537109375,823.0376586914062,57.6353645324707,975.9514770507812,18.13018798828125,93.16226196289062,1393.4190673828125,135.13165283203125,1423.1800537109375,823.0376586914062,57.6353645324707,975.9514770507812
38,True,15.566173553466797,93.42084503173828,1390.9122314453125,135.0344696044922,1420.825439453125,822.7184448242188,54.969947814941406,975.2334594726562,15.566173553466797,93.42084503173828,1390.9122314453125,135.0344696044922,1420.825439453125,822.7184448242188,54.969947814941406,975.2334594726562,15.566173553466797,93.42084503173828,1390.9122314453125,135.0344696044922,1420.825439453125,822.7184448242188,54.969947814941406,975.2334594726562
39,True,13.812121391296387,93.74529266357422,1389.12744140625,134.6905059814453,1419.1951904296875,822.37109375,53.34429168701172,974.4005126953125,13.812121391296387,93.74529266357422,1389.12744140625,134.6905059814453,1419.1951904296875,822.37109375,53.34429168701172,974.4005126953125,13.812121391296387,93.74529266357422,1389.12744140625,134.6905059814453,1419.1951904296875,822.37109375,53.34429168701172,974.4005126953125
40,True,12.860310554504395,93.95274353027344,1388.2337646484375,134.2664337158203,1418.1761474609375,821.8624877929688,52.54849624633789,973.1441650390625,12.860310554504395,93.95274353027344,1388.2337646484375,134.2664337158203,1418.1761474609375,821.8624877929688,52.54849624633789,973.1441650390625,12.860310554504395,93.95274353027344,1388.2337646484375,134.2664337158203,1418.1761474609375,821.8624877929688,52.54849624633789,973.1441650390625
41,True,13.089308738708496,94.36653137207031,1387.931640625,133.96243286132812,1418.0252685546875,821.6672973632812,52.66755294799805,972.2540893554688,13.089308738708496,94.36653137207031,1387.931640625,133.96243286132812,1418.0252685546875,821.6672973632812,52.66755294799805,972.2540893554688,13.089308738708496,94.36653137207031,1387.931640625,133.96243286132812,1418.0252685546875,821.6672973632812,52.66755294799805,972.2540893554688
42,True,14.073902130126953,94.99391174316406,1388.2412109375,133.76739501953125,1418.3990478515625,821.4219970703125,53.63031768798828,970.9322509765625,14.073902130126953,94.99391174316406,1388.2412109375,133.76739501953125,1418.3990478515625,821.4219970703125,53.63031768798828,970.9322509765625,14.073902130126953,94.99391174316406,1388.2412109375,133.76739501953125,1418.3990478515625,821.4219970703125,53.63031768798828,970.9322509765625
43,True,16.1500301361084,95.35173797607422,1389.39306640625,133.1735076904297,1419.500732421875,820.779052734375,55.66830825805664,969.0474243164062,16.1500301361084,95.35173797607422,1389.39306640625,133.1735076904297,1419.500732421875,820.779052734375,55.66830825805664,969.0474243164062,16.1500301361084,95.35173797607422,1389.39306640625,133.1735076904297,1419.500732421875,820.779052734375,55.66830825805664,969.0474243164062
44,True,19.131799697875977,95.62327575683594,1390.7701416015625,132.3179168701172,1421.1968994140625,820.0196533203125,58.636898040771484,967.0767822265625,19.131799697875977,95.62327575683594,1390.7701416015625,132.3179168701172,1421.1968994140625,820.0196533203125,58.636898040771484,967.0767822265625,19.131799697875977,95.62327575683594,1390.7701416015625,132.3179168701172,1421.1968994140625,820.0196533203125,58.636898040771484,967.0767822265625
45,True,23.18992805480957,96.31542205810547,1393.0894775390625,131.78599548339844,1423.7091064453125,819.5587768554688,62.58786392211914,965.2789306640625,23.18992805480957,96.31542205810547,1393.0894775390625,131.78599548339844,1423.7091064453125,819.5587768554688,62.58786392211914,965.2789306640625,23.18992805480957,96.31542205810547,1393.0894775390625,131.78599548339844,1423.7091064453125,819.5587768554688,62.58786392211914,965.2789306640625
46,True,27.85309600830078,96.90520477294922,1396.0184326171875,131.01165771484375,1426.7918701171875,818.8648681640625,67.23890686035156,963.1727905273438,27.85309600830078,96.90520477294922,1396.0184326171875,131.01165771484375,1426.7918701171875,818.8648681640625,67.23890686035156,963.1727905273438,27.85309600830078,96.90520477294922,1396.0184326171875,131.01165771484375,1426.7918701171875,818.8648681640625,67.23890686035156,963.1727905273438
47,True,33.26384353637695,97.5220947265625,1399.66845703125,130.11936950683594,1430.1995849609375,818.1646118164062,72.73401641845703,960.9451904296875,33.26384353637695,97.5220947265625,1399.66845703125,130.11936950683594,1430.1995849609375,818.1646118164062,72.73401641845703,960.9451904296875,33.26384353637695,97.5220947265625,1399.66845703125,130.11936950683594,1430.1995849609375,818.1646118164062,72.73401641845703,960.9451904296875
48,True,39.19782638549805,98.66138458251953,1403.498779296875,129.70733642578125,1434.32666015625,817.9976806640625,78.44672393798828,959.3756103515625,39.19782638549805,98.66138458251953,1403.498779296875,129.70733642578125,1434.32666015625,817.9976806640625,78.44672393798828,959.3756103515625,39.19782638549805,98.66138458251953,1403.498779296875,129.70733642578125,1434.32666015625,817.9976806640625,78.44672393798828,959.3756103515625
49,True,45.655208587646484,100.10457611083984,1407.65625,129.59326171875,1438.7342529296875,818.1072998046875,84.53865814208984,958.0262451171875,45.655208587646484,100.10457611083984,1407.65625,129.59326171875,1438.7342529296875,818.1072998046875,84.53865814208984,958.0262451171875,45.655208587646484,100.10457611083984,1407.65625,129.59326171875,1438.7342529296875,818.1072998046875,84.53865814208984,958.0262451171875
50,True,52.326107025146484,101.47630310058594,1412.32275390625,129.28123474121094,1443.5894775390625,818.1626586914062,91.08134460449219,956.4708251953125,52.326107025146484,101.47630310058594,1412.32275390625,129.28123474121094,1443.5894775390625,818.1626586914062,91.08134460449219,956.4708251953125,52.326107025146484,101.47630310058594,1412.32275390625,129.28123474121094,1443.5894775390625,818.1626586914062,91.08134460449219,956.4708251953125
51,True,59.13105010986328,102.82137298583984,1417.259765625,128.87548828125,1448.501708984375,818.2588500976562,97.70719146728516,954.9419555664062,59.13105010986328,102.82137298583984,1417.259765625,128.87548828125,1448.501708984375,818.2588500976562,97.70719146728516,954.9419555664062,59.13105010986328,102.82137298583984,1417.259765625,128.87548828125,1448.501708984375,818.2588500976562,97.70719146728516,954.9419555664062
52,True,66.03650665283203,104.10089111328125,1422.332763671875,128.34596252441406,1453.832275390625,818.2259521484375,104.43467712402344,953.3678588867188,66.03650665283203,104.10089111328125,1422.332763671875,128.34596252441406,1453.832275390625,818.2259521484375,104.43467712402344,953.3678588867188,66.03650665283203,104.10089111328125,1422.332763671875,128.34596252441406,1453.832275390625,818.2259521484375,104.43467712402344,953.3678588867188
53,True,72.95735931396484,105.445068359375,1427.636474609375,127.91812133789062,1459.342041015625,818.4014892578125,111.2071762084961,952.0852661132812,72.95735931396484,105.445068359375,1427.636474609375,127.91812133789062,1459.342041015625,818.4014892578125,111.2071762084961,952.0852661132812,72.95735931396484,105.445068359375,1427.636474609375,127.91812133789062,1459.342041015625,818.4014892578125,111.2071762084961,952.0852661132812
54,True,79.9504623413086,106.86719512939453,1432.907470703125,127.51815795898438,1465.0623779296875,818.5001831054688,117.86895751953125,950.8880615234375,79.9504623413086,106.86719512939453,1432.907470703125,127.51815795898438,1465.0623779296875,818.5001831054688,117.86895751953125,950.8880615234375,79.9504623413086,106.86719512939453,1432.907470703125,127.51815795898438,1465.0623779296875,818.5001831054688,117.86895751953125,950.8880615234375
55,True,86.76480102539062,108.6695327758789,1438.568115234375,127.50707244873047,1470.71728515625,819.3743896484375,124.51693725585938,950.364990234375,86.76480102539062,108.6695327758789,1438.568115234375,127.50707244873047,1470.71728515625,819.3743896484375,124.51693725585938,950.364990234375,86.76480102539062,108.6695327758789,1438.568115234375,127.50707244873047,1470.71728515625,819.3743896484375,124.51693725585938,950.364990234375
56,True,93.69219970703125,110.23926544189453,1444.2947998046875,127.26151275634766,1476.6085205078125,819.6078491210938,131.50408935546875,949.1287841796875,93.69219970703125,110.23926544189453,1444.2947998046875,127.26151275634766,1476.6085205078125,819.6078491210938,131.50408935546875,949.1287841796875,93.69219970703125,110.23926544189453,1444.2947998046875,127.26151275634766,1476.6085205078125,819.6078491210938,131.50408935546875,949.1287841796875
57,True,100.8468017578125,111.2242660522461,1450.175048828125,126.68902587890625,1482.7215576171875,819.8612670898438,138.43063354492188,947.8423461914062,100.8468017578125,111.2242660522461,1450.175048828125,126.68902587890625,1482.7215576171875,819.8612670898438,138.43063354492188,947.8423461914062,100.8468017578125,111.2242660522461,1450.175048828125,126.68902587890625,1482.7215576171875,819.8612670898438,138.43063354492188,947.8423461914062
58,True,107.82878112792969,112.3713150024414,1455.8927001953125,126.20488739013672,1488.611083984375,820.1925659179688,145.24951171875,946.74462890625,107.82878112792969,112.3713150024414,1455.8927001953125,126.20488739013672,1488.611083984375,820.1925659179688,145.24951171875,946.74462890625,107.82878112792969,112.3713150024414,1455.8927001953125,126.20488739013672,1488.611083984375,820.1925659179688,145.24951171875,946.74462890625
59,True,114.64796447753906,113.52889251708984,1461.690185546875,125.68579864501953,1494.4891357421875,820.516357421875,151.92996215820312,945.65185546875,114.64796447753906,113.52889251708984,1461.690185546875,125.68579864501953,1494.4891357421875,820.516357421875,151.92996215820312,945.65185546875,114.64796447753906,113.52889251708984,1461.690185546875,125.68579864501953,1494.4891357421875,820.516357421875,151.92996215820312,945.65185546875
60,True,121.33830261230469,114.48274993896484,1467.46826171875,124.946533203125,1500.405029296875,820.7223510742188,158.65475463867188,944.4674682617188,121.33830261230469,114.48274993896484,1467.46826171875,124.946533203125,1500.405029296875,820.7223510742188,158.65475463867188,944.4674682617188,121.33830261230469,114.48274993896484,1467.46826171875,124.946533203125,1500.405029296875,820.7223510742188,158.65475463867188,944.4674682617188
61,True,127.90104675292969,115.44105529785156,1473.25830078125,124.34699249267578,1506.5626220703125,821.2215576171875,165.1134033203125,943.50439453125,127.90104675292969,115.44105529785156,1473.25830078125,124.34699249267578,1506.5626220703125,821.2215576171875,165.1134033203125,943.50439453125,127.90104675292969,115.44105529785156,1473.25830078125,124.34699249267578,1506.5626220703125,821.2215576171875,165.1134033203125,943.50439453125
62,True,134.52845764160156,116.54239654541016,1479.1810302734375,123.85322570800781,1512.4842529296875,821.6543579101562,171.60862731933594,942.6102905273438,134.52845764160156,116.54239654541016,1479.1810302734375,123.85322570800781,1512.4842529296875,821.6543579101562,171.60862731933594,942.6102905273438,134.52845764160156,116.54239654541016,1479.1810302734375,123.85322570800781,1512.4842529296875,821.6543579101562,171.60862731933594,942.6102905273438
63,True,140.80465698242188,117.64657592773438,1484.81591796875,123.46078491210938,1518.064208984375,821.9869995117188,177.92996215820312,941.7607421875,140.80465698242188,117.64657592773438,1484.81591796875,123.46078491210938,1518.064208984375,821.9869995117188,177.92996215820312,941.7607421875,140.80465698242188,117.64657592773438,1484.81591796875,123.46078491210938,1518.064208984375,821.9869995117188,177.92996215820312,941.7607421875
64,True,147.2435302734375,118.658203125,1490.3916015625,123.0319595336914,1523.9925537109375,822.4141845703125,184.17503356933594,940.92529296875,147.2435302734375,118.658203125,1490.3916015625,123.0319595336914,1523.9925537109375,822.4141845703125,184.17503356933594,940.92529296875,147.2435302734375,118.658203125,1490.3916015625,123.0319595336914,1523.9925537109375,822.4141845703125,184.17503356933594,940.92529296875
65,True,153.46469116210938,119.60749053955078,1496.0235595703125,122.5499038696289,1529.79736328125,822.8255615234375,190.38343811035156,940.1322021484375,153.46469116210938,119.60749053955078,1496.0235595703125,122.5499038696289,1529.79736328125,822.8255615234375,190.38343811035156,940.1322021484375,153.46469116210938,119.60749053955078,1496.0235595703125,122.5499038696289,1529.79736328125,822.8255615234375,190.38343811035156,940.1322021484375
66,True,159.69717407226562,120.62052917480469,1501.6300048828125,122.11719512939453,1535.5704345703125,823.28955078125,196.62997436523438,939.4571533203125,159.69717407226562,120.62052917480469,1501.6300048828125,122.11719512939453,1535.5704345703125,823.28955078125,196.62997436523438,939.4571533203125,159.69717407226562,120.62052917480469,1501.6300048828125,122.11719512939453,1535.5704345703125,823.28955078125,196.62997436523438,939.4571533203125
67,True,165.8175811767578,121.7532958984375,1507.1767578125,121.87315368652344,1541.125,823.7943725585938,202.65736389160156,938.7220458984375,165.8175811767578,121.7532958984375,1507.1767578125,121.87315368652344,1541.125,823.7943725585938,202.65736389160156,938.7220458984375,165.8175811767578,121.7532958984375,1507.1767578125,121.87315368652344,1541.125,823.7943725585938,202.65736389160156,938.7220458984375
68,True,171.7176055908203,122.60124969482422,1511.85693359375,121.73413848876953,1546.1014404296875,824.0477294921875,208.32608032226562,938.026611328125,171.7176055908203,122.60124969482422,1511.85693359375,121.73413848876953,1546.1014404296875,824.0477294921875,208.32608032226562,938.026611328125,171.7176055908203,122.60124969482422,1511.85693359375,121.73413848876953,1546.1014404296875,824.0477294921875,208.32608032226562,938.026611328125
