frame,reliable,raw_tl_x,raw_tl_y,raw_tr_x,raw_tr_y,raw_br_x,raw_br_y,raw_bl_x,raw_bl_y,interpolated_tl_x,interpolated_tl_y,interpolated_tr_x,interpolated_tr_y,interpolated_br_x,interpolated_br_y,interpolated_bl_x,interpolated_bl_y,smoothed_tl_x,smoothed_tl_y,smoothed_tr_x,smoothed_tr_y,smoothed_br_x,smoothed_br_y,smoothed_bl_x,smoothed_bl_y
69,True,177.16783142089844,123.5428695678711,1517.2840576171875,121.04544067382812,1551.29248046875,824.324951171875,213.958740234375,937.1171264648438,177.16783142089844,123.5428695678711,1517.2840576171875,121.04544067382812,1551.29248046875,824.324951171875,213.958740234375,937.1171264648438,177.16783142089844,123.5428695678711,1517.2840576171875,121.04544067382812,1551.29248046875,824.324951171875,213.958740234375,937.1171264648438
70,True,182.37579345703125,124.09117126464844,1521.8961181640625,120.68379974365234,1555.8314208984375,824.5526733398438,219.21600341796875,936.1278686523438,182.37579345703125,124.09117126464844,1521.8961181640625,120.68379974365234,1555.8314208984375,824.5526733398438,219.21600341796875,936.1278686523438,182.37579345703125,124.09117126464844,1521.8961181640625,120.68379974365234,1555.8314208984375,824.5526733398438,219.21600341796875,936.1278686523438
71,True,187.64906311035156,124.892333984375,1526.384521484375,120.36622619628906,1560.5460205078125,824.714111328125,224.3650360107422,935.3760375976562,187.64906311035156,124.892333984375,1526.384521484375,120.36622619628906,1560.5460205078125,824.714111328125,224.3650360107422,935.3760375976562,187.64906311035156,124.892333984375,1526.384521484375,120.36622619628906,1560.5460205078125,824.714111328125,224.3650360107422,935.3760375976562
72,True,192.4426727294922,125.7364730834961,1530.8011474609375,120.07209777832031,1565.126708984375,824.898193359375,229.2255401611328,934.6959838867188,192.4426727294922,125.7364730834961,1530.8011474609375,120.07209777832031,1565.126708984375,824.898193359375,229.2255401611328,934.6959838867188,192.4426727294922,125.7364730834961,1530.8011474609375,120.07209777832031,1565.126708984375,824.898193359375,229.2255401611328,934.6959838867188
73,True,197.08592224121094,126.439208984375,1535.0009765625,119.53656768798828,1569.5831298828125,825.253662109375,233.6418914794922,934.148681640625,197.08592224121094,126.439208984375,1535.0009765625,119.53656768798828,1569.5831298828125,825.253662109375,233.6418914794922,934.148681640625,197.08592224121094,126.439208984375,1535.0009765625,119.53656768798828,1569.5831298828125,825.253662109375,233.6418914794922,934.148681640625
74,True,201.31304931640625,127.4255142211914,1538.7916259765625,119.36933135986328,1573.456298828125,825.6781616210938,237.6686248779297,933.6970825195312,201.31304931640625,127.4255142211914,1538.7916259765625,119.36933135986328,1573.456298828125,825.6781616210938,237.6686248779297,933.6970825195312,201.31304931640625,127.4255142211914,1538.7916259765625,119.36933135986328,1573.456298828125,825.6781616210938,237.6686248779297,933.6970825195312
75,True,204.94354248046875,128.20986938476562,1542.1494140625,119.0762939453125,1577.0234375,826.0680541992188,241.19241333007812,933.388671875,204.94354248046875,128.20986938476562,1542.1494140625,119.0762939453125,1577.0234375,826.0680541992188,241.19241333007812,933.388671875,204.94354248046875,128.20986938476562,1542.1494140625,119.0762939453125,1577.0234375,826.0680541992188,241.19241333007812,933.388671875
76,True,208.09304809570312,129.02487182617188,1545.5469970703125,118.86054992675781,1580.3695068359375,826.7098999023438,244.468994140625,933.2669677734375,208.09304809570312,129.02487182617188,1545.5469970703125,118.86054992675781,1580.3695068359375,826.7098999023438,244.468994140625,933.2669677734375,208.09304809570312,129.02487182617188,1545.5469970703125,118.86054992675781,1580.3695068359375,826.7098999023438,244.468994140625,933.2669677734375
77,True,211.1809844970703,129.9771728515625,1548.4248046875,118.78958892822266,1583.825927734375,827.4039306640625,247.24058532714844,933.177734375,211.1809844970703,129.9771728515625,1548.4248046875,118.78958892822266,1583.825927734375,827.4039306640625,247.24058532714844,933.177734375,211.1809844970703,129.9771728515625,1548.4248046875,118.78958892822266,1583.825927734375,827.4039306640625,247.24058532714844,933.177734375
78,True,213.80995178222656,130.84689331054688,1551.9932861328125,118.5865707397461,1586.7933349609375,828.4776611328125,250.04469299316406,933.3444213867188,213.80995178222656,130.84689331054688,1551.9932861328125,118.5865707397461,1586.7933349609375,828.4776611328125,250.04469299316406,933.3444213867188,213.80995178222656,130.84689331054688,1551.9932861328125,118.5865707397461,1586.7933349609375,828.4776611328125,250.04469299316406,933.3444213867188
79,True,216.64633178710938,131.7145538330078,1554.767333984375,118.57286834716797,1590.0654296875,828.9710083007812,252.86160278320312,933.1280517578125,216.64633178710938,131.7145538330078,1554.767333984375,118.57286834716797,1590.0654296875,828.9710083007812,252.86160278320312,933.1280517578125,216.64633178710938,131.7145538330078,1554.767333984375,118.57286834716797,1590.0654296875,828.9710083007812,252.86160278320312,933.1280517578125
80,True,219.2722930908203,132.6118621826172,1557.7734375,118.56221771240234,1593.044677734375,829.750732421875,255.67832946777344,933.1307373046875,219.2722930908203,132.6118621826172,1557.7734375,118.56221771240234,1593.044677734375,829.750732421875,255.67832946777344,933.1307373046875,219.2722930908203,132.6118621826172,1557.7734375,118.56221771240234,1593.044677734375,829.750732421875,255.67832946777344,933.1307373046875
81,True,221.87586975097656,133.40809631347656,1560.285888671875,118.57779693603516,1596.0379638671875,830.586181640625,258.0625,933.2684326171875,221.87586975097656,133.40809631347656,1560.285888671875,118.57779693603516,1596.0379638671875,830.586181640625,258.0625,933.2684326171875,221.87586975097656,133.40809631347656,1560.285888671875,118.57779693603516,1596.0379638671875,830.586181640625,258.0625,933.2684326171875
82,True,224.08108520507812,134.23731994628906,1563.2489013671875,118.38507080078125,1598.7783203125,831.259033203125,260.36932373046875,933.288818359375,224.08108520507812,134.23731994628906,1563.2489013671875,118.38507080078125,1598.7783203125,831.259033203125,260.36932373046875,933.288818359375,224.08108520507812,134.23731994628906,1563.2489013671875,118.38507080078125,1598.7783203125,831.259033203125,260.36932373046875,933.288818359375
83,True,226.30453491210938,134.8853302001953,1565.7960205078125,118.15706634521484,1601.413330078125,831.7428588867188,262.33282470703125,933.1873779296875,226.30453491210938,134.8853302001953,1565.7960205078125,118.15706634521484,1601.413330078125,831.7428588867188,262.33282470703125,933.1873779296875,226.30453491210938,134.8853302001953,1565.7960205078125,118.15706634521484,1601.413330078125,831.7428588867188,262.33282470703125,933.1873779296875
84,True,228.3673553466797,135.134765625,1568.0821533203125,117.66841125488281,1604.2734375,832.2241821289062,264.4306335449219,933.03271484375,228.3673553466797,135.134765625,1568.0821533203125,117.66841125488281,1604.2734375,832.2241821289062,264.4306335449219,933.03271484375,228.3673553466797,135.134765625,1568.0821533203125,117.66841125488281,1604.2734375,832.2241821289062,264.4306335449219,933.03271484375
85,True,230.2320098876953,135.85418701171875,1570.69873046875,117.54134368896484,1606.367431640625,832.8089599609375,266.0721740722656,932.9432373046875,230.2320098876953,135.85418701171875,1570.69873046875,117.54134368896484,1606.367431640625,832.8089599609375,266.0721740722656,932.9432373046875,230.2320098876953,135.85418701171875,1570.69873046875,117.54134368896484,1606.367431640625,832.8089599609375,266.0721740722656,932.9432373046875
86,True,231.84393310546875,136.482177734375,1572.7432861328125,117.42112731933594,1608.610595703125,833.4161987304688,267.6431884765625,932.9415283203125,231.84393310546875,136.482177734375,1572.7432861328125,117.42112731933594,1608.610595703125,833.4161987304688,267.6431884765625,932.9415283203125,231.84393310546875,136.482177734375,1572.7432861328125,117.42112731933594,1608.610595703125,833.4161987304688,267.6431884765625,932.9415283203125
87,True,233.31080627441406,137.04071044921875,1575.291259765625,117.02471160888672,1610.8858642578125,834.2723999023438,269.2469177246094,932.9823608398438,233.31080627441406,137.04071044921875,1575.291259765625,117.02471160888672,1610.8858642578125,834.2723999023438,269.2469177246094,932.9823608398438,233.31080627441406,137.04071044921875,1575.291259765625,117.02471160888672,1610.8858642578125,834.2723999023438,269.2469177246094,932.9823608398438
88,True,234.95541381835938,137.41432189941406,1577.3421630859375,116.70388793945312,1613.114990234375,834.5385131835938,270.93780517578125,932.7085571289062,234.95541381835938,137.41432189941406,1577.3421630859375,116.70388793945312,1613.114990234375,834.5385131835938,270.93780517578125,932.7085571289062,234.95541381835938,137.41432189941406,1577.3421630859375,116.70388793945312,1613.114990234375,834.5385131835938,270.93780517578125,932.7085571289062
89,True,236.8046417236328,137.76904296875,1578.984130859375,116.44651794433594,1615.3902587890625,834.5390625,272.6617736816406,932.2449340820312,236.8046417236328,137.76904296875,1578.984130859375,116.44651794433594,1615.3902587890625,834.5390625,272.6617736816406,932.2449340820312,236.8046417236328,137.76904296875,1578.984130859375,116.44651794433594,1615.3902587890625,834.5390625,272.6617736816406,932.2449340820312
90,True,238.52565002441406,137.94073486328125,1581.103759765625,115.86309814453125,1617.4244384765625,834.844482421875,274.396240234375,932.0255737304688,238.52565002441406,137.94073486328125,1581.103759765625,115.86309814453125,1617.4244384765625,834.844482421875,274.396240234375,932.0255737304688,238.52565002441406,137.94073486328125,1581.103759765625,115.86309814453125,1617.4244384765625,834.844482421875,274.396240234375,932.0255737304688
91,True,239.83265686035156,138.35885620117188,1582.941162109375,115.35697937011719,1619.2935791015625,835.0236206054688,275.8200988769531,931.7654418945312,239.83265686035156,138.35885620117188,1582.941162109375,115.35697937011719,1619.2935791015625,835.0236206054688,275.8200988769531,931.7654418945312,239.83265686035156,138.35885620117188,1582.941162109375,115.35697937011719,1619.2935791015625,835.0236206054688,275.8200988769531,931.7654418945312
92,True,241.2444305419922,138.45616149902344,1584.85009765625,114.75757598876953,1621.0084228515625,835.1528930664062,277.2020263671875,931.1492919921875,241.2444305419922,138.45616149902344,1584.85009765625,114.75757598876953,1621.0084228515625,835.1528930664062,277.2020263671875,931.1492919921875,241.2444305419922,138.45616149902344,1584.85009765625,114.75757598876953,1621.0084228515625,835.1528930664062,277.2020263671875,931.1492919921875
93,True,242.6201629638672,138.73460388183594,1586.5750732421875,114.25384521484375,1622.8800048828125,835.4638671875,278.54339599609375,930.75146484375,242.6201629638672,138.73460388183594,1586.5750732421875,114.25384521484375,1622.8800048828125,835.4638671875,278.54339599609375,930.75146484375,242.6201629638672,138.73460388183594,1586.5750732421875,114.25384521484375,1622.8800048828125,835.4638671875,278.54339599609375,930.75146484375
94,True,243.70460510253906,138.972412109375,1587.9776611328125,113.87397003173828,1624.3599853515625,835.6992797851562,279.6105041503906,930.4061279296875,243.70460510253906,138.972412109375,1587.9776611328125,113.87397003173828,1624.3599853515625,835.6992797851562,279.6105041503906,930.4061279296875,243.70460510253906,138.972412109375,1587.9776611328125,113.87397003173828,1624.3599853515625,835.6992797851562,279.6105041503906,930.4061279296875
95,True,244.6719512939453,139.2349090576172,1589.4326171875,113.359619140625,1625.8818359375,835.8731079101562,280.5628662109375,930.0481567382812,244.6719512939453,139.2349090576172,1589.4326171875,113.359619140625,1625.8818359375,835.8731079101562,280.5628662109375,930.0481567382812,244.6719512939453,139.2349090576172,1589.4326171875,113.359619140625,1625.8818359375,835.8731079101562,280.5628662109375,930.0481567382812
96,True,245.5238494873047,139.42486572265625,1590.941162109375,112.77101135253906,1627.3707275390625,835.9757690429688,281.4611511230469,929.64990234375,245.5238494873047,139.42486572265625,1590.941162109375,112.77101135253906,1627.3707275390625,835.9757690429688,281.4611511230469,929.64990234375,245.5238494873047,139.42486572265625,1590.941162109375,112.77101135253906,1627.3707275390625,835.9757690429688,281.4611511230469,929.64990234375
97,True,246.19252014160156,139.55438232421875,1592.104736328125,112.18672180175781,1628.8660888671875,836.0287475585938,282.0085144042969,929.2263793945312,246.19252014160156,139.55438232421875,1592.104736328125,112.18672180175781,1628.8660888671875,836.0287475585938,282.0085144042969,929.2263793945312,246.19252014160156,139.55438232421875,1592.104736328125,112.18672180175781,1628.8660888671875,836.0287475585938,282.0085144042969,929.2263793945312
98,True,246.50054931640625,139.4488983154297,1592.93701171875,111.48043823242188,1629.970947265625,836.1692504882812,282.2379150390625,928.919921875,246.50054931640625,139.4488983154297,1592.93701171875,111.48043823242188,1629.970947265625,836.1692504882812,282.2379150390625,928.919921875,246.50054931640625,139.4488983154297,1592.93701171875,111.48043823242188,1629.970947265625,836.1692504882812,282.2379150390625,928.919921875
99,True,246.534912109375,139.52987670898438,1593.6839599609375,110.98685455322266,1630.87158203125,836.4774169921875,282.2961120605469,928.840576171875,246.534912109375,139.52987670898438,1593.6839599609375,110.98685455322266,1630.87158203125,836.4774169921875,282.2961120605469,928.840576171875,246.534912109375,139.52987670898438,1593.6839599609375,110.98685455322266,1630.87158203125,836.4774169921875,282.2961120605469,928.840576171875
100,True,246.527099609375,139.73672485351562,1594.6143798828125,110.48348999023438,1631.866943359375,836.8787231445312,282.2530822753906,928.7166748046875,246.527099609375,139.73672485351562,1594.6143798828125,110.48348999023438,1631.866943359375,836.8787231445312,282.2530822753906,928.7166748046875,246.527099609375,139.73672485351562,1594.6143798828125,110.48348999023438,1631.866943359375,836.8787231445312,282.2530822753906,928.7166748046875
101,True,246.10418701171875,139.79278564453125,1595.1214599609375,110.02571105957031,1632.4759521484375,837.2698364257812,281.87579345703125,928.6786499023438,246.10418701171875,139.79278564453125,1595.1214599609375,110.02571105957031,1632.4759521484375,837.2698364257812,281.87579345703125,928.6786499023438,246.10418701171875,139.79278564453125,1595.1214599609375,110.02571105957031,1632.4759521484375,837.2698364257812,281.87579345703125,928.6786499023438
102,True,245.27133178710938,139.87156677246094,1595.52392578125,109.60424041748047,1632.789794921875,837.67822265625,281.08306884765625,928.6732788085938,245.27133178710938,139.87156677246094,1595.52392578125,109.60424041748047,1632.789794921875,837.67822265625,281.08306884765625,928.6732788085938,245.27133178710938,139.87156677246094,1595.52392578125,109.60424041748047,1632.789794921875,837.67822265625,281.08306884765625,928.6732788085938
103,True,244.12155151367188,139.9946746826172,1595.490234375,109.17728424072266,1632.8033447265625,837.9755859375,279.98492431640625,928.6980590820312,244.12155151367188,139.9946746826172,1595.490234375,109.17728424072266,1632.8033447265625,837.9755859375,279.98492431640625,928.6980590820312,244.12155151367188,139.9946746826172,1595.490234375,109.17728424072266,1632.8033447265625,837.9755859375,279.98492431640625,928.6980590820312
104,True,242.93138122558594,140.08604431152344,1595.4222412109375,108.63326263427734,1632.8848876953125,838.43115234375,278.78369140625,928.8115844726562,242.93138122558594,140.08604431152344,1595.4222412109375,108.63326263427734,1632.8848876953125,838.43115234375,278.78369140625,928.8115844726562,242.93138122558594,140.08604431152344,1595.4222412109375,108.63326263427734,1632.8848876953125,838.43115234375,278.78369140625,928.8115844726562
105,True,241.4080810546875,140.2820281982422,1595.2200927734375,108.1865005493164,1632.599853515625,838.9883422851562,277.3363952636719,929.1063842773438,241.4080810546875,140.2820281982422,1595.2200927734375,108.1865005493164,1632.599853515625,838.9883422851562,277.3363952636719,929.1063842773438,241.4080810546875,140.2820281982422,1595.2200927734375,108.1865005493164,1632.599853515625,838.9883422851562,277.3363952636719,929.1063842773438
106,True,239.81851196289062,140.42324829101562,1594.8072509765625,107.77936553955078,1632.284423828125,839.4589233398438,275.6991882324219,929.3916015625,239.81851196289062,140.42324829101562,1594.8072509765625,107.77936553955078,1632.284423828125,839.4589233398438,275.6991882324219,929.3916015625,239.81851196289062,140.42324829101562,1594.8072509765625,107.77936553955078,1632.284423828125,839.4589233398438,275.6991882324219,929.3916015625
107,True,238.04127502441406,140.8857421875,1594.180908203125,107.65827178955078,1631.544921875,840.2277221679688,273.8409118652344,929.9299926757812,238.04127502441406,140.8857421875,1594.180908203125,107.65827178955078,1631.544921875,840.2277221679688,273.8409118652344,929.9299926757812,238.04127502441406,140.8857421875,1594.180908203125,107.65827178955078,1631.544921875,840.2277221679688,273.8409118652344,929.9299926757812
108,True,235.9439697265625,141.19329833984375,1593.512939453125,107.45024108886719,1630.7481689453125,841.007568359375,272.0483703613281,930.2254638671875,235.9439697265625,141.19329833984375,1593.512939453125,107.45024108886719,1630.7481689453125,841.007568359375,272.0483703613281,930.2254638671875,235.9439697265625,141.19329833984375,1593.512939453125,107.45024108886719,1630.7481689453125,841.007568359375,272.0483703613281,930.2254638671875
109,True,233.44081115722656,141.53652954101562,1591.733642578125,107.86843872070312,1629.482666015625,841.6387329101562,269.2354736328125,930.9409790039062,233.44081115722656,141.53652954101562,1591.733642578125,107.86843872070312,1629.482666015625,841.6387329101562,269.2354736328125,930.9409790039062,233.44081115722656,141.53652954101562,1591.733642578125,107.86843872070312,1629.482666015625,841.6387329101562,269.2354736328125,930.9409790039062
110,True,230.27304077148438,141.74925231933594,1590.388671875,107.40567016601562,1627.6702880859375,842.3919677734375,266.520751953125,931.2987670898438,230.27304077148438,141.74925231933594,1590.388671875,107.40567016601562,1627.6702880859375,842.3919677734375,266.520751953125,931.2987670898438,230.27304077148438,141.74925231933594,1590.388671875,107.40567016601562,1627.6702880859375,842.3919677734375,266.520751953125,931.2987670898438
111,True,226.53701782226562,142.01315307617188,1587.3828125,107.70866394042969,1625.2193603515625,842.95556640625,262.5526428222656,932.221435546875,226.53701782226562,142.01315307617188,1587.3828125,107.70866394042969,1625.2193603515625,842.95556640625,262.5526428222656,932.221435546875,226.53701782226562,142.01315307617188,1587.3828125,107.70866394042969,1625.2193603515625,842.95556640625,262.5526428222656,932.221435546875
112,True,222.85824584960938,142.30548095703125,1584.6217041015625,107.76948547363281,1623.087158203125,843.5773315429688,259.039306640625,932.8001708984375,222.85824584960938,142.30548095703125,1584.6217041015625,107.76948547363281,1623.087158203125,843.5773315429688,259.039306640625,932.8001708984375,222.85824584960938,142.30548095703125,1584.6217041015625,107.76948547363281,1623.087158203125,843.5773315429688,259.039306640625,932.8001708984375
113,True,218.99053955078125,142.5623321533203,1582.150634765625,107.7536849975586,1620.2991943359375,844.2760620117188,255.2494354248047,933.5676879882812,218.99053955078125,142.5623321533203,1582.150634765625,107.7536849975586,1620.2991943359375,844.2760620117188,255.2494354248047,933.5676879882812,218.99053955078125,142.5623321533203,1582.150634765625,107.7536849975586,1620.2991943359375,844.2760620117188,255.2494354248047,933.5676879882812
114,True,215.20068359375,142.72828674316406,1579.4068603515625,107.852783203125,1617.6947021484375,844.6456298828125,251.60922241210938,933.9063110351562,215.20068359375,142.72828674316406,1579.4068603515625,107.852783203125,1617.6947021484375,844.6456298828125,251.60922241210938,933.9063110351562,215.20068359375,142.72828674316406,1579.4068603515625,107.852783203125,1617.6947021484375,844.6456298828125,251.60922241210938,933.9063110351562
115,True,211.42616271972656,142.66127014160156,1576.775390625,107.69558715820312,1614.908447265625,844.848388671875,248.03611755371094,934.2062377929688,211.42616271972656,142.66127014160156,1576.775390625,107.69558715820312,1614.908447265625,844.848388671875,248.03611755371094,934.2062377929688,211.42616271972656,142.66127014160156,1576.775390625,107.69558715820312,1614.908447265625,844.848388671875,248.03611755371094,934.2062377929688
116,True,208.11447143554688,142.4564971923828,1574.3070068359375,107.3751449584961,1612.8851318359375,844.9716186523438,244.79270935058594,934.3555297851562,208.11447143554688,142.4564971923828,1574.3070068359375,107.3751449584961,1612.8851318359375,844.9716186523438,244.79270935058594,934.3555297851562,208.11447143554688,142.4564971923828,1574.3070068359375,107.3751449584961,1612.8851318359375,844.9716186523438,244.79270935058594,934.3555297851562
117,True,205.3740234375,142.1663818359375,1572.57666015625,107.07884979248047,1611.2435302734375,845.2600708007812,241.95497131347656,934.5581665039062,205.3740234375,142.1663818359375,1572.57666015625,107.07884979248047,1611.2435302734375,845.2600708007812,241.95497131347656,934.5581665039062,205.3740234375,142.1663818359375,1572.57666015625,107.07884979248047,1611.2435302734375,845.2600708007812,241.95497131347656,934.5581665039062
118,True,202.70516967773438,141.9010009765625,1571.2364501953125,106.70606994628906,1610.2303466796875,845.5379028320312,239.43447875976562,934.7149047851562,202.70516967773438,141.9010009765625,1571.2364501953125,106.70606994628906,1610.2303466796875,845.5379028320312,239.43447875976562,934.7149047851562,202.70516967773438,141.9010009765625,1571.2364501953125,106.70606994628906,1610.2303466796875,845.5379028320312,239.43447875976562,934.7149047851562
119,True,200.13536071777344,141.31109619140625,1569.830078125,106.22119903564453,1608.9927978515625,845.4699096679688,237.408447265625,934.7083740234375,200.13536071777344,141.31109619140625,1569.830078125,106.22119903564453,1608.9927978515625,845.4699096679688,237.408447265625,934.7083740234375,200.13536071777344,141.31109619140625,1569.830078125,106.22119903564453,1608.9927978515625,845.4699096679688,237.408447265625,934.7083740234375
120,True,198.57167053222656,140.68893432617188,1569.27978515625,105.35358428955078,1608.7559814453125,845.5850830078125,235.89138793945312,934.5343017578125,198.57167053222656,140.68893432617188,1569.27978515625,105.35358428955078,1608.7559814453125,845.5850830078125,235.89138793945312,934.5343017578125,198.57167053222656,140.68893432617188,1569.27978515625,105.35358428955078,1608.7559814453125,845.5850830078125,235.89138793945312,934.5343017578125
121,True,197.2285919189453,139.97927856445312,1568.5177001953125,104.81544494628906,1608.2799072265625,845.6061401367188,234.51246643066406,934.5122680664062,197.2285919189453,139.97927856445312,1568.5177001953125,104.81544494628906,1608.2799072265625,845.6061401367188,234.51246643066406,934.5122680664062,197.2285919189453,139.97927856445312,1568.5177001953125,104.81544494628906,1608.2799072265625,845.6061401367188,234.51246643066406,934.5122680664062
122,True,196.18577575683594,139.25323486328125,1568.522216796875,104.03043365478516,1608.4119873046875,845.3477783203125,233.88597106933594,934.1693725585938,196.18577575683594,139.25323486328125,1568.522216796875,104.03043365478516,1608.4119873046875,845.3477783203125,233.88597106933594,934.1693725585938,196.18577575683594,139.25323486328125,1568.522216796875,104.03043365478516,1608.4119873046875,845.3477783203125,233.88597106933594,934.1693725585938
123,True,195.67483520507812,138.2401885986328,1568.7877197265625,103.06145477294922,1608.76025390625,845.0833129882812,233.15652465820312,933.7429809570312,195.67483520507812,138.2401885986328,1568.7877197265625,103.06145477294922,1608.76025390625,845.0833129882812,233.15652465820312,933.7429809570312,195.67483520507812,138.2401885986328,1568.7877197265625,103.06145477294922,1608.76025390625,845.0833129882812,233.15652465820312,933.7429809570312
124,True,195.51065063476562,137.18865966796875,1569.0933837890625,101.93045043945312,1609.0811767578125,844.5405883789062,232.70591735839844,933.0164794921875,195.51065063476562,137.18865966796875,1569.0933837890625,101.93045043945312,1609.0811767578125,844.5405883789062,232.70591735839844,933.0164794921875,195.51065063476562,137.18865966796875,1569.0933837890625,101.93045043945312,1609.0811767578125,844.5405883789062,232.70591735839844,933.0164794921875
125,True,195.16346740722656,136.11233520507812,1569.156982421875,101.1572265625,1609.45947265625,844.0172119140625,232.4333038330078,932.4967041015625,195.16346740722656,136.11233520507812,1569.156982421875,101.1572265625,1609.45947265625,844.0172119140625,232.4333038330078,932.4967041015625,195.16346740722656,136.11233520507812,1569.156982421875,101.1572265625,1609.45947265625,844.0172119140625,232.4333038330078,932.4967041015625
126,True,195.3954620361328,135.44534301757812,1569.76513671875,100.58334350585938,1610.0970458984375,843.5908813476562,232.7627716064453,932.1260986328125,195.3954620361328,135.44534301757812,1569.76513671875,100.58334350585938,1610.0970458984375,843.5908813476562,232.7627716064453,932.1260986328125,195.3954620361328,135.44534301757812,1569.76513671875,100.58334350585938,1610.0970458984375,843.5908813476562,232.7627716064453,932.1260986328125
127,True,196.02561950683594,134.6038055419922,1570.461669921875,99.96651458740234,1610.808837890625,843.087890625,233.41702270507812,931.6185302734375,196.02561950683594,134.6038055419922,1570.461669921875,99.96651458740234,1610.808837890625,843.087890625,233.41702270507812,931.6185302734375,196.02561950683594,134.6038055419922,1570.461669921875,99.96651458740234,1610.808837890625,843.087890625,233.41702270507812,931.6185302734375
128,True,196.7786407470703,134.0968780517578,1571.402587890625,99.46681213378906,1611.5933837890625,842.7782592773438,234.45082092285156,931.1700439453125,196.7786407470703,134.0968780517578,1571.402587890625,99.46681213378906,1611.5933837890625,842.7782592773438,234.45082092285156,931.1700439453125,196.7786407470703,134.0968780517578,1571.402587890625,99.46681213378906,1611.5933837890625,842.7782592773438,234.45082092285156,931.1700439453125
129,True,197.78944396972656,133.90866088867188,1572.0399169921875,99.51020050048828,1612.3251953125,842.5150756835938,235.4697265625,930.9312744140625,197.78944396972656,133.90866088867188,1572.0399169921875,99.51020050048828,1612.3251953125,842.5150756835938,235.4697265625,930.9312744140625,197.78944396972656,133.90866088867188,1572.0399169921875,99.51020050048828,1612.3251953125,842.5150756835938,235.4697265625,930.9312744140625
130,True,199.3447265625,133.94479370117188,1573.1768798828125,99.41886901855469,1613.331298828125,842.1940307617188,237.031982421875,930.6538696289062,199.3447265625,133.94479370117188,1573.1768798828125,99.41886901855469,1613.331298828125,842.1940307617188,237.031982421875,930.6538696289062,199.3447265625,133.94479370117188,1573.1768798828125,99.41886901855469,1613.331298828125,842.1940307617188,237.031982421875,930.6538696289062
131,True,201.23667907714844,133.73892211914062,1574.994873046875,99.02226257324219,1614.6807861328125,841.833740234375,239.58851623535156,929.975341796875,201.23667907714844,133.73892211914062,1574.994873046875,99.02226257324219,1614.6807861328125,841.833740234375,239.58851623535156,929.975341796875,201.23667907714844,133.73892211914062,1574.994873046875,99.02226257324219,1614.6807861328125,841.833740234375,239.58851623535156,929.975341796875
132,True,203.3965301513672,133.7418212890625,1576.10009765625,99.5656509399414,1616.2445068359375,841.4608764648438,241.60476684570312,930.0138549804688,203.3965301513672,133.7418212890625,1576.10009765625,99.5656509399414,1616.2445068359375,841.4608764648438,241.60476684570312,930.0138549804688,203.3965301513672,133.7418212890625,1576.10009765625,99.5656509399414,1616.2445068359375,841.4608764648438,241.60476684570312,930.0138549804688
133,True,206.15098571777344,134.14242553710938,1578.18701171875,99.42161560058594,1618.1748046875,841.6117553710938,244.72142028808594,929.8603515625,206.15098571777344,134.14242553710938,1578.18701171875,99.42161560058594,1618.1748046875,841.6117553710938,244.72142028808594,929.8603515625,206.15098571777344,134.14242553710938,1578.18701171875,99.42161560058594,1618.1748046875,841.6117553710938,244.72142028808594,929.8603515625
134,True,208.86000061035156,134.67654418945312,1580.5284423828125,99.99132537841797,1620.3157958984375,841.6828002929688,247.46734619140625,930.047119140625,208.86000061035156,134.67654418945312,1580.5284423828125,99.99132537841797,1620.3157958984375,841.6828002929688,247.46734619140625,930.047119140625,208.86000061035156,134.67654418945312,1580.5284423828125,99.99132537841797,1620.3157958984375,841.6828002929688,247.46734619140625,930.047119140625
135,True,212.0243377685547,135.13241577148438,1582.79248046875,100.66912078857422,1622.8734130859375,841.8936157226562,250.60084533691406,930.2998657226562,212.0243377685547,135.13241577148438,1582.79248046875,100.66912078857422,1622.8734130859375,841.8936157226562,250.60084533691406,930.2998657226562,212.0243377685547,135.13241577148438,1582.79248046875,100.66912078857422,1622.8734130859375,841.8936157226562,250.60084533691406,930.2998657226562
136,True,215.22412109375,135.6814727783203,1585.189208984375,101.10612487792969,1625.4552001953125,842.2841186523438,253.83016967773438,930.7661743164062,215.22412109375,135.6814727783203,1585.189208984375,101.10612487792969,1625.4552001953125,842.2841186523438,253.83016967773438,930.7661743164062,215.22412109375,135.6814727783203,1585.189208984375,101.10612487792969,1625.4552001953125,842.2841186523438,253.83016967773438,930.7661743164062
137,True,218.6813201904297,136.20103454589844,1588.2789306640625,101.54606628417969,1628.1732177734375,842.5986938476562,257.2074279785156,930.9752197265625,218.6813201904297,136.20103454589844,1588.2789306640625,101.54606628417969,1628.1732177734375,842.5986938476562,257.2074279785156,930.9752197265625,218.6813201904297,136.20103454589844,1588.2789306640625,101.54606628417969,1628.1732177734375,842.5986938476562,257.2074279785156,930.9752197265625
138,True,222.3807373046875,136.4424285888672,1591.193359375,102.10099792480469,1631.2340087890625,842.783935546875,261.1457824707031,931.083251953125,222.3807373046875,136.4424285888672,1591.193359375,102.10099792480469,1631.2340087890625,842.783935546875,261.1457824707031,931.083251953125,222.3807373046875,136.4424285888672,1591.193359375,102.10099792480469,1631.2340087890625,842.783935546875,261.1457824707031,931.083251953125
