category,clip_id,method,metric,status,reason,sampled_frames,rows,ok_rows,fft_angle_separation_deg_mean,fft_angle_separation_deg_p50,fft_angle_separation_deg_p95,fft_angle_separation_deg_max,fft_orthogonality_error_deg_mean,fft_orthogonality_error_deg_p50,fft_orthogonality_error_deg_p95,fft_orthogonality_error_deg_max,fft_axis_alignment_error_deg_mean,fft_axis_alignment_error_deg_p50,fft_axis_alignment_error_deg_p95,fft_axis_alignment_error_deg_max,fft_primary_weight_share_mean,fft_primary_weight_share_p50,fft_primary_weight_share_p95,fft_primary_weight_share_max,fft_peak_count_mean,fft_peak_count_p50,fft_peak_count_p95,fft_peak_count_max,interpretation,initialization_frame_excluded,video_frame_count
scrolling,scrolling_01,frame_wise,frequency,ok,,9,9,9,89.0,89.0,89.0,89.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.058609999993736075,0.05720911704705687,0.06883534200417704,0.0689103748774398,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
scrolling,scrolling_01,optical_flow,frequency,ok,,9,9,9,89.0,89.0,89.0,89.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0591990767123765,0.06007871657565592,0.0685417132863748,0.06888747418250696,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
scrolling,scrolling_01,proposed,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07931279961983997,0.07868071687068559,0.08958664836937967,0.09146085964309042,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
scrolling,scrolling_02,frame_wise,frequency,ok,,9,9,9,89.0,89.0,89.0,89.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0588623748262694,0.06114999297960211,0.06604953906317483,0.06725621945787065,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
scrolling,scrolling_02,optical_flow,frequency,ok,,9,9,9,89.0,89.0,89.0,89.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.057817243031357636,0.06014893746946525,0.06582280451950208,0.06771794460999232,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
scrolling,scrolling_02,proposed,frequency,ok,,9,9,9,89.77777777777777,90.0,90.0,90.0,0.2222222222222222,0.0,1.0,1.0,0.1111111111111111,0.0,0.5,0.5,0.09086255178389152,0.11037267664120283,0.11745100268362794,0.11779568039730892,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
scrolling,scrolling_03,frame_wise,frequency,ok,,9,9,9,89.0,89.0,89.0,89.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.057027672506185074,0.05532122082135315,0.06276766144464274,0.06371021592685826,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
scrolling,scrolling_03,optical_flow,frequency,ok,,9,9,9,89.0,89.0,89.0,89.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.05678866223039283,0.057464160441899795,0.061227469339916483,0.06207849059461214,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
scrolling,scrolling_03,proposed,frequency,ok,,9,9,9,89.55555555555556,90.0,90.0,90.0,0.4444444444444444,0.0,1.5999999999999996,2.0,0.2222222222222222,0.0,0.7999999999999998,1.0,0.10232557876674347,0.12183520964804896,0.13091152902154674,0.1312726399808249,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
scrolling,scrolling_04,frame_wise,frequency,ok,,9,9,9,89.0,89.0,89.0,89.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.05543772328344938,0.05619475218257148,0.06031173210868761,0.06074782148061145,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
scrolling,scrolling_04,optical_flow,frequency,ok,,9,9,9,89.0,89.0,89.0,89.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.05372260954859112,0.05264108686926843,0.059564937185794926,0.0612231694041146,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
scrolling,scrolling_04,proposed,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09243475416488452,0.10256834194203376,0.11454890850065384,0.11477470127277689,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
scrolling,scrolling_05,frame_wise,frequency,ok,,9,9,9,89.0,89.0,89.0,89.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.05187827959339713,0.05188672735056064,0.05696968918707318,0.0583114560354065,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
scrolling,scrolling_05,optical_flow,frequency,ok,,9,9,9,89.0,89.0,89.0,89.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.05262308682145765,0.05162231520306128,0.058183286503588956,0.05868529066005022,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
scrolling,scrolling_05,proposed,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09747265503419308,0.1161903709433755,0.11974241934523415,0.12030028119582646,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
scrolling,scrolling_06,frame_wise,frequency,ok,,9,9,9,89.0,89.0,89.0,89.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.05781286814869575,0.057783753136371824,0.06039889045794444,0.0610500662681563,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
scrolling,scrolling_06,optical_flow,frequency,ok,,9,9,9,89.0,89.0,89.0,89.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.05764379415297924,0.056955995077961036,0.061782078243261956,0.062313436090419214,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
scrolling,scrolling_06,proposed,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10488953038868687,0.12099689530539876,0.1368919880434007,0.13976008980800547,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
scrolling,scrolling_07,frame_wise,frequency,ok,,9,9,9,87.44444444444444,89.0,89.6,90.0,2.5555555555555554,1.0,9.999999999999995,16.0,1.5,0.5,6.199999999999997,10.0,0.06724051085769828,0.05095320765637417,0.109340097791893,0.1160238530357176,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
scrolling,scrolling_07,optical_flow,frequency,ok,,9,9,9,89.0,89.0,89.6,90.0,1.0,1.0,1.5999999999999996,2.0,0.5,0.5,0.7999999999999998,1.0,0.06773813805102363,0.053607127887765366,0.11018056642322963,0.11340148290476729,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
scrolling,scrolling_07,proposed,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0777729796119838,0.08811950715961216,0.09788259936144438,0.09799216719784046,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
scrolling,scrolling_08,frame_wise,frequency,ok,,9,9,9,89.11111111111111,89.0,89.6,90.0,0.8888888888888888,1.0,1.0,1.0,0.4444444444444444,0.5,0.5,0.5,0.08808941796832163,0.087888580951022,0.11106460907881792,0.11264686581811895,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
scrolling,scrolling_08,optical_flow,frequency,ok,,9,9,9,88.88888888888889,89.0,89.6,90.0,1.1111111111111112,1.0,2.1999999999999993,3.0,0.5555555555555556,0.5,1.0999999999999996,1.5,0.0859873160111617,0.08574337963616159,0.1035533704408164,0.103580727149624,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
scrolling,scrolling_08,proposed,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08747274876850977,0.09170556351968102,0.10249231262008497,0.10353524219238755,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
scrolling,scrolling_09,frame_wise,frequency,ok,,9,9,9,89.0,89.0,89.6,90.0,1.0,1.0,1.5999999999999996,2.0,0.5,0.5,0.7999999999999998,1.0,0.08938784517939989,0.08634527224082587,0.11383923230071386,0.1234569489787423,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
scrolling,scrolling_09,optical_flow,frequency,ok,,9,9,9,88.55555555555556,89.0,89.6,90.0,1.4444444444444444,1.0,3.799999999999999,5.0,0.8333333333333334,0.5,2.3,2.5,0.087886326586027,0.08690495955435634,0.11148418834407728,0.11922369487920145,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
scrolling,scrolling_09,proposed,frequency,ok,,9,9,9,88.55555555555556,88.0,90.0,90.0,1.4444444444444444,2.0,3.1999999999999993,4.0,0.9444444444444444,1.0,2.799999999999999,4.0,0.09076877067011054,0.0919715149955266,0.11578612084022066,0.12207665568749479,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
scrolling,scrolling_10,frame_wise,frequency,ok,,9,9,9,87.44444444444444,89.0,89.6,90.0,2.5555555555555554,1.0,7.399999999999999,9.0,2.0555555555555554,0.5,7.199999999999998,9.0,0.08261635410041988,0.07829932673231328,0.10614591165243259,0.10652845759945369,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
scrolling,scrolling_10,optical_flow,frequency,ok,,9,9,9,89.11111111111111,89.0,90.0,90.0,0.8888888888888888,1.0,1.5999999999999996,2.0,0.6666666666666666,0.5,1.5,1.5,0.0895051782231642,0.09197547038855775,0.10966564001747099,0.11364049035452806,1452.2222222222222,1452.0,1453.2,1454.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
scrolling,scrolling_10,proposed,frequency,ok,,9,9,9,89.44444444444444,90.0,90.0,90.0,0.5555555555555556,0.0,1.5999999999999996,2.0,0.2777777777777778,0.0,0.7999999999999998,1.0,0.07760592755198975,0.06979269758955059,0.10936395093655538,0.11078374655156123,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_01,frame_wise,frequency,ok,,9,9,9,89.0,89.0,89.0,89.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.03685790717619933,0.036686219816883865,0.03773558931075124,0.03786365527676109,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_01,optical_flow,frequency,ok,,9,9,9,89.11111111111111,89.0,89.6,90.0,0.8888888888888888,1.0,1.0,1.0,0.4444444444444444,0.5,0.5,0.5,0.036675972904668265,0.03696156569111351,0.037521507285482564,0.03768932588800175,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_01,proposed,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03694578959805865,0.036782723847158395,0.03796658688744125,0.038082355884583696,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_02,frame_wise,frequency,ok,,9,9,9,89.44444444444444,89.0,90.0,90.0,0.5555555555555556,1.0,1.0,1.0,0.2777777777777778,0.5,0.5,0.5,0.04152339260257312,0.0420606046914654,0.04277284165412404,0.042800416684162915,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_02,optical_flow,frequency,ok,,9,9,9,89.44444444444444,89.0,90.0,90.0,0.5555555555555556,1.0,1.0,1.0,0.2777777777777778,0.5,0.5,0.5,0.04211368670142958,0.041189452273107684,0.04621448441976038,0.04631044424632983,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_02,proposed,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048189995597945956,0.04825681993976974,0.05013753176566295,0.05025081401891489,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_03,frame_wise,frequency,ok,,9,9,9,89.44444444444444,89.0,90.0,90.0,0.5555555555555556,1.0,1.0,1.0,0.2777777777777778,0.5,0.5,0.5,0.09055515369567556,0.08866490690917005,0.09917524911158247,0.09980928884955813,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_03,optical_flow,frequency,ok,,9,9,9,89.55555555555556,90.0,90.0,90.0,0.4444444444444444,0.0,1.0,1.0,0.2222222222222222,0.0,0.5,0.5,0.09244142234746683,0.08801439896157369,0.10170308569535087,0.10260826884764655,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_03,proposed,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10626399480065318,0.10692574439277991,0.10833616607660612,0.10838605069451916,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_04,frame_wise,frequency,ok,,9,9,9,87.55555555555556,89.0,90.0,90.0,2.4444444444444446,1.0,8.199999999999998,11.0,2.111111111111111,1.0,6.1,6.5,0.07491082917895858,0.0775720120564362,0.08185216781402715,0.08209662896610513,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,296
static,static_04,optical_flow,frequency,ok,,9,9,9,89.55555555555556,90.0,90.0,90.0,0.4444444444444444,0.0,1.0,1.0,0.2222222222222222,0.0,0.5,0.5,0.07525919767690724,0.07682899491449816,0.08134006050235576,0.08372684399902962,1452.2222222222222,1452.0,1453.2,1454.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,296
static,static_04,proposed,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07814123085678479,0.07767547356472558,0.08072021008953169,0.08082542058621851,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,296
static,static_05,frame_wise,frequency,ok,,9,9,9,89.11111111111111,89.0,89.6,90.0,0.8888888888888888,1.0,1.0,1.0,0.4444444444444444,0.5,0.5,0.5,0.04400656210668774,0.04438761485775759,0.04610089687996828,0.04650676673065661,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_05,optical_flow,frequency,ok,,9,9,9,89.0,89.0,89.6,90.0,1.0,1.0,1.5999999999999996,2.0,0.5,0.5,0.7999999999999998,1.0,0.043434858618308994,0.044077426464464164,0.04559047087884301,0.04589913407282149,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_05,proposed,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04585389009652162,0.045931240776879045,0.048480286633619155,0.04938981505288749,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_06,frame_wise,frequency,ok,,9,9,9,82.0,80.0,89.0,89.0,8.0,10.0,14.799999999999997,18.0,4.444444444444445,5.0,7.399999999999999,9.0,0.06262969958906145,0.06206841726674532,0.06848085578246482,0.06852839667341669,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_06,optical_flow,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07155788201650977,0.06875993818337749,0.0809323635527799,0.0847797362301406,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_06,proposed,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08687644813722059,0.08667156884987644,0.08778510423576096,0.08785316166984454,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_07,frame_wise,frequency,ok,,9,9,9,88.33333333333333,89.0,90.0,90.0,1.6666666666666667,1.0,4.6,5.0,0.8333333333333334,0.5,2.3,2.5,0.0768100876187347,0.0744237758371795,0.09162586860023259,0.0935645416150307,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_07,optical_flow,frequency,ok,,9,9,9,89.66666666666667,90.0,90.0,90.0,0.3333333333333333,0.0,1.0,1.0,0.16666666666666666,0.0,0.5,0.5,0.08403675149403336,0.08334642536148179,0.08689963674197639,0.08695736934605959,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_07,proposed,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0885694002516839,0.08902057217588369,0.09034491723857091,0.09070904702996284,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_08,frame_wise,frequency,ok,,9,9,9,85.11111111111111,85.0,88.6,89.0,4.888888888888889,5.0,8.399999999999999,10.0,9.555555555555555,10.0,12.5,13.5,0.0812620170102357,0.0811354797589288,0.08693792952107805,0.08947167105969521,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
static,static_08,optical_flow,frequency,ok,,9,9,9,85.0,85.0,87.0,87.0,5.0,5.0,6.6,7.0,11.055555555555555,10.5,12.3,12.5,0.08284747672772337,0.08189503855813121,0.08588084174120507,0.0866107709126595,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
static,static_08,proposed,frequency,ok,,9,9,9,86.11111111111111,86.0,87.0,87.0,3.888888888888889,4.0,5.0,5.0,1.9444444444444444,2.0,2.5,2.5,0.12197589717320025,0.1173339574973794,0.15004272925969644,0.1524343655588438,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
static,static_09,frame_wise,frequency,ok,,9,9,9,85.55555555555556,84.0,90.0,90.0,4.444444444444445,6.0,9.6,10.0,4.555555555555555,3.5,14.599999999999994,21.0,0.07596160245043365,0.06941401577287486,0.09169809097903897,0.09246195115687748,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
static,static_09,optical_flow,frequency,ok,,9,9,9,86.22222222222223,84.0,90.0,90.0,3.7777777777777777,6.0,6.0,6.0,1.8888888888888888,3.0,3.0,3.0,0.07389405982614364,0.0701140457662385,0.08939290711121663,0.08993033401676012,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
static,static_09,proposed,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08862384391133109,0.08924305622475527,0.08989635298855729,0.08997156600853194,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,299
static,static_10,frame_wise,frequency,ok,,9,9,9,88.55555555555556,89.0,90.0,90.0,1.4444444444444444,1.0,3.5999999999999996,4.0,0.7222222222222222,0.5,1.7999999999999998,2.0,0.07062259497100684,0.0688154994916224,0.08089077358854137,0.08165334069999712,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_10,optical_flow,frequency,ok,,9,9,9,89.22222222222223,89.0,90.0,90.0,0.7777777777777778,1.0,1.0,1.0,0.3888888888888889,0.5,0.5,0.5,0.0798077412419555,0.08009166220955945,0.08155053060709404,0.08212756333178291,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
static,static_10,proposed,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08683590683571854,0.08678777584991694,0.08803420343539933,0.08844231212380907,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_01,frame_wise,frequency,ok,,9,9,9,89.55555555555556,90.0,90.0,90.0,0.4444444444444444,0.0,1.5999999999999996,2.0,3.888888888888889,6.5,7.0,7.0,0.050290724886360265,0.048452450538331734,0.057634725964403,0.06006533007937843,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_01,optical_flow,frequency,ok,,9,9,9,89.88888888888889,90.0,90.0,90.0,0.1111111111111111,0.0,0.5999999999999996,1.0,3.7222222222222223,5.0,7.0,7.0,0.05108054341245841,0.0497270008093594,0.05759389363001297,0.05779414891975318,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_01,proposed,frequency,ok,,9,9,9,88.88888888888889,89.0,90.0,90.0,1.1111111111111112,1.0,2.0,2.0,0.5555555555555556,0.5,1.0,1.0,0.053372424447881615,0.052626604382259905,0.05863748465257988,0.06085791012025118,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_02,frame_wise,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05090261823210187,0.051146835281900845,0.05176774607799732,0.05194216669486314,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_02,optical_flow,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05155979340670323,0.05132250347819449,0.05329675340046474,0.05362506567925475,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_02,proposed,frequency,ok,,9,9,9,88.44444444444444,88.0,90.0,90.0,1.5555555555555556,2.0,3.0,3.0,0.7777777777777778,1.0,1.5,1.5,0.052965218599918866,0.05329224505566231,0.055853979494051444,0.05615182275598193,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_03,frame_wise,frequency,ok,,9,9,9,85.11111111111111,85.0,86.0,86.0,4.888888888888889,5.0,5.6,6.0,2.4444444444444446,2.5,2.8,3.0,0.04640496491959289,0.04674323046996927,0.048359212618830694,0.048837050980326036,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_03,optical_flow,frequency,ok,,9,9,9,86.0,86.0,87.2,88.0,4.0,4.0,5.0,5.0,2.0,2.0,2.5,2.5,0.04698289505922057,0.047622474899305746,0.04858832894025161,0.04902015400127986,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_03,proposed,frequency,ok,,9,9,9,89.44444444444444,90.0,90.0,90.0,0.5555555555555556,0.0,1.5999999999999996,2.0,0.2777777777777778,0.0,0.7999999999999998,1.0,0.05295698779139222,0.05325989593975976,0.05821081838048733,0.0599121004952102,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_04,frame_wise,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05090261823210187,0.051146835281900845,0.05176774607799732,0.05194216669486314,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_04,optical_flow,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05155979340670323,0.05132250347819449,0.05329675340046474,0.05362506567925475,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_04,proposed,frequency,ok,,9,9,9,88.44444444444444,88.0,90.0,90.0,1.5555555555555556,2.0,3.0,3.0,0.7777777777777778,1.0,1.5,1.5,0.052965218599918866,0.05329224505566231,0.055853979494051444,0.05615182275598193,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_05,frame_wise,frequency,ok,,9,9,9,89.55555555555556,90.0,90.0,90.0,0.4444444444444444,0.0,1.5999999999999996,2.0,3.888888888888889,6.5,7.0,7.0,0.050290724886360265,0.048452450538331734,0.057634725964403,0.06006533007937843,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_05,optical_flow,frequency,ok,,9,9,9,89.88888888888889,90.0,90.0,90.0,0.1111111111111111,0.0,0.5999999999999996,1.0,3.7222222222222223,5.0,7.0,7.0,0.05108054341245841,0.0497270008093594,0.05759389363001297,0.05779414891975318,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_05,proposed,frequency,ok,,9,9,9,88.88888888888889,89.0,90.0,90.0,1.1111111111111112,1.0,2.0,2.0,0.5555555555555556,0.5,1.0,1.0,0.053372424447881615,0.052626604382259905,0.05863748465257988,0.06085791012025118,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_06,frame_wise,frequency,ok,,9,9,9,85.11111111111111,85.0,86.0,86.0,4.888888888888889,5.0,5.6,6.0,2.4444444444444446,2.5,2.8,3.0,0.04640496491959289,0.04674323046996927,0.048359212618830694,0.048837050980326036,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
